,Unnamed: 0,filename,counutry,rms,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19
0,0,afrikaans,south africa,0.1052326,0.33749595,1791.8472286925712,1986.2272433680328,3513.4127585981146,0.0876909479748603,-281.0377,99.54603,15.920919,40.521053,8.370267,-8.392658,-3.0479276,-3.6360297,-1.3579426,-10.621209,-5.4454517,-2.4335878,-11.876236,-1.9065907,-7.507011,-4.1122484,-5.597884,-4.1047764,-3.0767717,-3.966359
1,0,afrikaans,south africa,0.066083156,0.42508277,2380.1774240120485,2205.378083803817,4449.588315935518,0.1237070353792283,-248.19371,93.37206,6.457819,42.531944,22.252998,5.126774,-1.4463143,-5.3538394,-11.076161,-1.267077,-14.747618,-0.8261135,-7.3577356,-6.2467656,-0.91303676,1.7368463,-5.6429973,-2.8814762,1.3028542,0.44100147
2,0,afrikaans,south africa,0.08305495,0.3658611,1667.139645694663,1689.6364883944973,3093.4640518741903,0.0930825136280224,-297.42703,109.4413,4.737845,41.77077,15.573355,0.34177363,-11.103885,-16.30903,-32.118496,-12.009296,-2.1667125,-6.056464,-9.142499,-9.177627,-1.0106801,4.769621,-6.725461,-3.4731698,1.9721292,-3.2753603
3,0,afrikaans,south africa,0.09309574,0.3754675,1723.645583105376,1862.2540526241487,3344.6538274295253,0.0844644457838773,-248.6847,115.24447,11.540279,49.01421,9.364228,13.132264,-10.891208,-6.423577,0.3251576,-2.7554467,-12.777846,2.2416615,-6.559862,-1.8651736,1.4378268,1.3738396,-4.638592,2.439106,0.9595758,0.51520777
4,0,afrikaans,south africa,0.035725474,0.4350434,2266.349391867246,2144.394925184151,4020.283555492913,0.1398956543528064,-325.08026,104.271904,16.039434,10.906821,5.7499704,7.6704516,2.5720057,1.080239,-7.2373695,0.056550015,-7.422693,0.00614071,-4.3613305,-5.4911013,-3.9758623,3.266252,-5.4369135,3.8241444,-1.792536,3.7381904
5,0,agni,ivory coast,0.065091714,0.4123978,1433.9115743200732,1944.930373589384,2921.340265785283,0.0575977984364659,-341.72604,114.07638,28.69967,37.72906,21.248203,8.351713,1.9066033,3.9476705,-6.8981533,-8.4522705,-5.787044,-3.2976217,-3.99545,-5.0834475,1.3411148,1.26693,-4.306863,-1.1548941,-2.0042214,-3.8572447
6,0,akan,ghana,0.04224554,0.4328435,1932.6487393688355,1752.2893875848642,3724.302310838225,0.1275380733482965,-272.44785,121.536804,-11.27586,33.17437,-14.279336,26.234201,-14.508193,-1.2960353,2.4803965,-13.738923,-4.391328,-2.1097212,-1.9302806,-2.3352563,6.3521748,-2.5193927,0.5273099,0.33953196,3.9174197,-2.53846
7,0,albanian,kosovo,0.060137976,0.44105554,1638.3863358224828,2067.4767836978053,3049.8356107066065,0.0728474394057857,-313.5982,113.54466,38.641872,46.279247,21.555368,-2.0604439,5.2528524,-2.4824414,-17.513132,8.134118,4.8863482,5.179366,7.512954,4.1813974,-2.8940752,7.7980614,-8.26092,5.6908536,-1.8013669,3.240399
8,0,albanian,albania,0.024945712,0.45331818,2355.0532090157863,2229.473550229848,4426.28958078736,0.127120734889044,-295.3652,102.87453,-5.4457374,25.947819,-0.61691654,-3.7849529,3.8182514,0.35526305,-0.8264442,-5.587174,-10.187418,3.1365588,-3.9088633,-2.857283,-2.8215446,2.281405,-7.454501,-0.51202184,-1.9882054,7.6630197
9,0,albanian,albania,0.027372386,0.3627075,1641.322048690018,1617.1075513288902,3187.917011916036,0.0715159406565656,-344.4681,127.8432,1.8154868,43.16548,3.7633731,6.861063,-27.857439,-7.2164593,1.2810742,-9.382013,-9.861775,-0.7265827,-5.1293807,-16.587202,7.914882,-6.817512,-4.6562095,0.10186886,-10.168086,-8.089933
10,0,albanian,kosovo,0.036747627,0.38598144,1627.0073870007234,1618.6499060252,3089.201761724769,0.093780094375963,-353.87573,113.796036,18.673992,34.47558,-2.3803012,-7.252361,-19.78556,2.4362068,-12.843964,-13.743794,-3.8747382,-10.588439,-5.5338,-14.644813,-4.8812814,-4.750587,-8.154805,-3.5612833,-2.8430216,-6.0656447
11,0,albanian,albania,0.045448545,0.39512748,2031.817923588072,1637.8932266259667,3713.985024310173,0.1216048869680851,-286.41083,114.88634,-17.069109,68.09409,0.6936687,14.090255,-22.65281,-11.154817,-2.097188,-4.433788,-2.5772958,3.6504838,-5.95909,-13.062546,2.4459693,-9.873427,1.232262,-3.8746605,-1.8606973,-6.535204
12,0,albanian,kosovo,0.047318548,0.35186678,2235.778404828314,2173.834313973132,4018.973359745261,0.114984911877962,-310.58887,94.35549,14.2942705,23.256527,11.739326,4.1933002,-6.959066,-0.47812244,-9.923864,2.7915628,-1.0399951,4.55943,-2.7289395,2.530454,-4.3317037,-6.452653,-1.5928878,-3.2489476,-1.1157854,1.7031002
13,0,albanian,kosovo,0.044759396,0.3610954,1579.280966547016,1495.3182449942933,3037.8754821004745,0.097598415602396,-336.04572,127.82547,-9.394964,35.47717,0.60537034,-0.16815583,-21.173264,-11.629018,-10.6014,-8.223462,-9.065281,-7.4211545,-4.147223,-6.94501,-3.9642706,-9.658974,-4.990455,-3.3979323,-2.126901,-10.915929
14,0,albanian,kosovo,0.04393657,0.35623473,1975.710546831823,1621.8029157704234,3561.111029893338,0.1355036857089392,-325.3201,103.88993,-13.677156,24.384068,-3.5467122,10.490274,-20.205297,-12.294706,-15.955714,-8.286436,-7.335448,-5.320604,-0.39221442,-2.8557272,-0.9326926,-10.80978,1.7796168,-5.183416,-6.3455076,-8.625582
15,0,albanian,albania,0.0413001,0.35486406,1988.349341407957,1702.197056328194,3769.105747767857,0.1340059182155004,-332.6179,98.49405,-8.293962,29.06547,-12.007187,-3.367846,-14.955704,-6.131847,-11.409396,-11.142005,-7.5280113,-8.110478,-8.171056,-2.424384,0.12085343,-9.484622,1.5900543,-10.089373,-2.7557378,-2.033848
16,0,amazigh,morocco,0.04038629,0.4738093,1743.4038018989647,1679.552701256221,3418.4340509660483,0.1064766432164219,-367.92557,101.62391,14.822592,20.739403,2.6415095,9.526345,-7.035993,-0.28915828,-3.0239692,-7.988313,-10.0725765,-7.3469214,-0.3927866,-5.313826,-1.0314169,-2.6848137,-2.6456268,-0.9840267,0.050286047,-3.0231445
17,0,amazigh,morocco,0.05763474,0.42627,2326.29235716997,2094.9037137612263,4141.091977103185,0.1324824081619859,-312.836,111.301834,28.257248,15.673695,22.90169,-1.5244964,-6.742678,9.641621,-10.689919,-2.396903,6.255741,-5.295209,-3.1475346,10.854386,-2.56063,2.9889483,-3.5843973,1.068046,1.8895109,0.88160264
18,0,amharic,ethiopia,0.06363191,0.3990774,1884.9475465016335,2302.457698909957,4097.658464056794,0.0803568881238588,-338.95087,101.66475,32.808426,33.678238,20.321396,1.895065,0.35330722,-2.0928965,-8.113323,-3.2712433,-1.3674498,-0.9076491,-4.8725734,4.179348,-1.3881264,-2.6592283,-3.3777657,-3.9065535,-4.596829,-3.3843646
19,0,amharic,ethiopia,0.036665868,0.4514538,1636.2599210983635,1942.4533704520304,3088.750132159256,0.0693984771477767,-381.84366,103.036385,20.504972,29.856749,10.757012,3.3562458,-0.39791805,-1.1393431,6.083744,4.0428147,1.0761058,4.3297467,0.34067127,3.1528988,-0.82166654,1.6043683,5.1605954,2.2904408,-2.11321,0.974423
